LithologyCode,LithNumber,OldIDNumber,LAT,NS,LONG,EW,Continent,Country,GeogComments,start,end,LMU,Period,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso,LocalURN
C,548,C4257,60,N,60,E,Europe,C.I.S.(frm USSR),Serov Coalbearing Region,201.3,163.5,Lower,Jurassic,,Liassic,Coals,Volchanskaya Suite,,The Rijks Geologische Dienst(1982),,2151
C,549,C4258,60,N,60,E,Europe,C.I.S.(frm USSR),Atyusskoye Coalfield,201.3,163.5,Middle,Jurassic,,,Coals,Volchanskaya Suite?,,The Rijks Geologische Dienst(1982),,2152
C,550,C4259,54,N,62,E,Europe,C.I.S.(frm USSR),Chelyabinsk Basin,201.3,163.5,Lower,Jurassic,,Liassic,Coals,Sugoyakskaya Suite,,The Rijks Geologische Dienst(1982),,2153
C,551,C4260,41,N,44,E,Europe,C.I.S.(frm USSR),northern and southern Transcaucasus,201.3,163.5,Middle,Jurassic,Bathonian,,Coals,,,The Rijks Geologische Dienst(1982),,2154
C,552,C4261,67,N,60,E,Europe,C.I.S.(frm USSR),Pechora Block,201.3,163.5,Middle,Jurassic,Bajocian,,Coals,,,Johansen et al.(1993  Fig. 5),,2155
C,553,C4262,71,N,43,E,Europe,C.I.S.(frm USSR),South Barents Basin,201.3,163.5,L - M,Jurassic,Bajocian,and Early Jurassic,Coals,,,Johansen et al.(1993  Fig. 5),,2156
C,554,C4263,77,N,45,E,Europe,C.I.S.(frm USSR),North Narents Basin,201.3,163.5,Lower,Jurassic,,,Coals,,,Johansen et al.(1993  Fig. 5),,2157
C,555,C4264,56,N,6,E,Europe,Denmark,offshore Central Graben,201.3,163.5,Middle,Jurassic,,see also Petersen et al.(1998)  Bajocian-Callovian,Coals,,,Ziegler(1988  Pl. 30),,2158
C,556,C4265,57,N,9,E,Europe,Denmark,North Danish Basin  Jutland,201.3,163.5,Middle,Jurassic,Bajocian,,Coals,,,Ziegler(1988  Pl. 30),,2159
C,557,C4266,55,N,15,E,Europe,Denmark,Bornholm,201.3,163.5,Lower,Jurassic,Hettangian to Sinemurian,,Coals,,,Arndorff(1993),see also Surlyk et al.(1995),2160
C,558,C4267,49,N,2,E,Europe,France,part of the Paris Basin,201.3,163.5,Lower,Jurassic,Toarcian,,Coals,,lignite,Megnien(1980),,2161
C,559,C4268,44,N,3,E,Europe,France,Millau,201.3,163.5,L-M-U?,Jurassic,,,Coals,,,Gorsky et al.(1967 sheet 10),,2162
C,560,C4269,44,N,3,E,Europe,France,the Causses  including the Millau area,201.3,163.5,Middle,Jurassic,Bathonian,,Coals,,below slighyly younger evaporite-bearing beads,Fursich et al.(1995),,2163
C,561,C4270,46,N,18,E,Europe,Hungary,,201.3,163.5,Lower,Jurassic,,Liassic,Coals,,,Varga Horvath(1986),,2164
C,562,C4271,54,N,6,E,Europe,Netherlands,offshore Central Graben,201.3,163.5,M  - U,Jurassic,Callovian and Oxfordian,,Coals,,,Ziegler(1988  Pl. 30) (Pl. 29),,2165
C,563,C4272,63,N,7,E,Europe,Norway,offshore central Norwegian,201.3,163.5,Lower,Jurassic,,see also Provan(9992) Whitley(1992)  cite Hettangian Sinemurian Are Frm.,Coals,Are,,Khorasani(1989),,2166
C,564,C4273,68,N,15,E,Europe,Norway,Lofoten Islands,201.3,163.5,Middle,Jurassic,,,Coals,,,Arkell(1956  p. 507),,2167
C,565,C4274,72,N,25,E,Europe,Norway,southern Barents Sea to the north of Norway,201.3,163.5,Lower,Jurassic,Hettangian and Sinemurian,,Coals,,,Ziegler(1988  Pl. 26),,2168
C,566,C4275,60,N,3,E,Europe,Norway,More Basin offshore from southern Norway,201.3,163.5,Lower,Jurassic,Hettangian,,Coals,,,Ziegler(1988  Pl. 26),,2169
C,567,C4276,61,N,2,E,Europe,Norway,offshore Ness ,201.3,163.5,Middle,Jurassic,Bathonian(Bajocian),(Bowen  1992  assigns it to the Bajocian),Coals,Ness(Brent Group),(Fjellanger et al. 1992  discuss the Brent Group) ,Petterson et al.(1992),,2170
C,568,C4277,69,N,15,E,Europe,Norway,Andoya,201.3,163.5,Middle,Jurassic,Bajocian,,Coals,Ramsa,,Manum et al.(1991),,2171
C,569,C4278,71,N,20,E,Europe,Norway,offshore Troms I area,201.3,163.5,Lower,Jurassic,Sinemurian-Pleinsbachian,,Coals,,,Olaussen etal.(1984),,2172
C,570,C4279,68,N,10,E,Europe,Norway,offshore Traenabanken area,201.3,163.5,Lower,Jurassic,Hettangian and Sinemurian,,Coals,,,Larsen Skarpnes(1984),,2173
C,571,C4280,65,N,9,E,Europe,Norway,Haltenbanken region,201.3,163.5,Lower,Jurassic,Hettangian,,Coals,,,Aahein Larsen(1984),,2174
C,572,C4281,72,N,33,E,Europe,Norway,Nordkapp Basin,201.3,163.5,Lower,Jurassic,,,Coals,,,Johansen et al.(1993  Fig. 5),,2175
C,573,C4282,63,N,3,E,Europe,Norway,More Basin margin,201.3,163.5,Middle,Jurassic,Bathonian,,Coals,,,Jongpier et al.(1996),,2176
C,574,C4282.1,60.5,N,2.7,E,Europe,Norway,Oseberg Field,201.3,163.5,Middle,Jurassic,Bajocian,,Coals,Ness ,,Ryseth et al.(1998),,2177
C,575,C4282.2,61,N,2,E,Europe,Norway,,201.3,163.5,L-M-U?,Jurassic,,,Coals,Statfjord,5 cm coal bed from an unspecified position within the Statfjord Frm,Van Wagoner et al.(1995  p. 396),,2178
C,576,C4282.3,58.3,N,1.75,E,Europe,Norway,,201.3,163.5,Middle,Jurassic,Bajocian,,Coals,Sleipner,,Milner Olsen(1998),,2179
C,577,C4283,50,N,19,E,Europe,Poland,Zawiercie(Katowice) area,201.3,163.5,Lower,Jurassic,,Rhaeto-Liassic,Coals,,,Petroconsultants(1977),,2180
C,578,C4284,40,N,-9,W,Europe,Porugal,a number of areas,201.3,163.5,L-M-U?,Jurassic,,,Coals,,,Gorsky et al.(1967  sheet 9),,2181
C,579,C4285,45,N,22,E,Europe,Rumania,Carpathians,201.3,163.5,Lower,Jurassic,,Petroconsultants(1977) cite them as Liassic,Coals,,,Patrut et al.(1963  p. 142),,2182
C,580,C4286,47,N,22,E,Europe,Rumania,,201.3,163.5,L-M-U?,Jurassic,,,Coals,,,Gorsky et al.(1967  sheet 11),,2183
C,581,C4287,43,N,25,E,Europe,Rumania,,201.3,163.5,L-M-U?,Jurassic,,,Coals,,,Gorsky et al.(1967  sheet 11),,2184
C,582,C4288,46,N,25,E,Europe,Rumania,Codlea,201.3,163.5,Lower,Jurassic,,Liassic,Coals,,,Petroconsultants(1977),,2185
C,583,C4289,78,N,15,E,Europe,Svalbard,eastern Svalbard(Kong Karls Land),201.3,163.5,Lower,Jurassic,Hettangian to Sinemurian,,Coals,Wilhelmoya,,Kelly(1988  Fig. 6  p. 116),,2186
C,584,C4290,56,N,13,E,Europe,Sweden,Scanian-Kattegat area,201.3,163.5,Middle,Jurassic,Bajocian,,Coals,,,Olsson(2001),,2187
C,585,C4291,47,N,8,E,Europe,Switzerland,Pennine Prealps,201.3,163.5,Middle,Jurassic,,Dogger,Coals,,,Burkhard Kalkreuth(1989),,2188
C,586,C4292,51,N,-8,W,Europe,United Kingdom,North Celtic Sea and Fastnet Basins,201.3,163.5,L  -M - U,Jurassic,Hettangian Sinemurian Pliensbachian Toarcian,also Aalenian Bajocian Bathonian  and Kimmeridgan,Coals,,,Ainsworth et al.(1989),,2189
C,587,C4292.1,61.1,N,1.3,E,Europe,United Kingdom,East Shetland Basin,201.3,163.5,Middle,Jurassic,,,Coals,,,Johnson et al.(1993),,2190
C,588,C4292.3,59.5,N,1.5,E,Europe,United Kingdom,Beryl Embayment,201.3,163.5,Middle,Jurassic,,,Coals,,,Johnson et al.(1993),,2191
C,589,C4292.2,52,N,-2,W,Europe,England,Gloucestershire,201.3,163.5,Middle,Jurassic,Bathonian,,Coals,,,Metcalf(1996),,2192
C,590,C4293,58,N,-4,W,Europe,Scotland,Moray Firth,201.3,163.5,Middle,Jurassic,Callovian,,Coals,,see also Andrews et al.(1990)  Brora Coal,MacLennan Trewin(1989),see also Brora Gorsky et al.  (1967  sheet 6),2193
C,591,C4294,60,N,2,E,Europe,Scotland,Beryl Embayment  North Sea,201.3,163.5,Lower,Jurassic,,,Coals,,,Richards(1991),,2194
C,592,C4295,61,N,0, ,Europe,Scotland,Unst Basin,201.3,163.5,Middle,Jurassic,?Bathonian,,Coals,,lignite,Johns Andrews(1985),,2195
C,593,C4296,57,N,-6,W,Europe,Scotland,Skye,201.3,163.5,Lower,Jurassic,,,Coals,,,Searl(1992),,2196
C,594,C4297,54.5,N,-1,W,Europe,Scotland,Cleveland-North Yorks Coalfield,201.3,163.5,Middle,Jurassic,Bajocian,,Coals,,,The Rijks Geologische Dienst(1982),,2197
C,595,C4298,58,N,-3.5,W,Europe,Scotland,Brora Coalfield,201.3,163.5,Middle,Jurassic,Bathonian,,Coals,,,The Rijks Geologische Dienst(1982),,2198
C,596,C4298.1,60,N,-4,E,Europe,Scotland,West Shetland Basin,201.3,163.5,L-M-U?,Jurassic,,,Coals,,,Stoker et al.(1993),,2199
C,597,C4298.2,57.5,N,2,E,Europe,Scotland,North Sea,201.3,163.5,L - M,Jurassic,,,Coals,,,Gatliff et al.(1994),,2200
C,598,C4300,44,N,21,E,Europe,Frm. Yugoslavia,eastern and southeastern Serbia at a number of localities,201.3,163.5,Lower,Jurassic,,Liassic,Coals,,,Tsvetichanin(1976),,2201
C,599,C4301.1,43.5,N,22,E,Europe,Frm. Yugoslavia,Vrska Cuka,201.3,163.5,Lower,Jurassic,,Liassic,Coals,,,The Rijks Geologische Dienst(1982),,2202
C,600,C4302,43.5,N,21.5,E,Europe,Frm. Yugoslavia,Dobra,201.3,163.5,Lower,Jurassic,,Liassic,Coals,,,The Rijks Geologische Dienst(1982),,2203
C,601,C4303,43,N,22.5,E,Europe,Frm. Yugoslavia,Jerma,201.3,163.5,Lower,Jurassic,,Liassic,Coals,,,The Rijks Geologische Dienst(1982),,2204
C,602,C4303.1,-38,S,174.75,E,Europe,New Zealand,Kawhia Harbour,201.3,163.5,Middle,Jurassic,,,Coals,,,Thorn(2001),,2205
C,603,C4304,80,N,-90,W,North America,Canada,Arctic:Sverdrup Basin,201.3,163.5,L - M,Jurassic,Sinemurian and Pliensbachian,,Coals,,,Ziegler(1988  Pl. 26),Harrison et al.(2000)  Fig. 4  cites Sinemurian upper Grosvenor Island Frm,2206
C,604,C4305,61.5,N,-136,W,North America,Canada,Arctic:Whitehorse Trough,201.3,163.5,L - M,Jurassic,Sinemurian and Pliensbachian,,Coals,lower Laberge Group,,The Rijks Geologische Dienst(1982),see also Long(1986),2207
C,605,C4306,79,N,-102,W,North America,Canada,Arctic:Ringnes Islands,201.3,163.5,L - M,Jurassic,Hettangian to Pliensbachian,,Coals,Fosheim Member,,Gentzis Goodarzi(1991  Fig. 3a),,2208
C,606,C4307,76.5,N,-118.3,W,North America,Canada,Arctic:Prince Patrick Island,201.3,163.5,Middle,Jurassic,,Harrison et al.(2000)  Callovian,Coals,Hiccles Cove,,Tozer Thorsteinsson(1964),see also Bustin Miall(1991),2209
C,607,C4308,53,N,-132,W,North America,Canada,Queen Charlotte Islands,201.3,163.5,Middle,Jurassic,,,Coals,Yakoun,,Smith(1989),,2210
C,608,C4309,72,N,25,E,North America,Greenland,Central  East Greenland,201.3,163.5,L - M,Jurassic,Hettangian and Bathonian,,Coals,,,Ziegler(1988  Pl. 26),,2211
C,609,C4310,75,N,-20,E,North America,Greenland,Hochstetter Forland,201.3,163.5,Upper,Jurassic,Callovian-Lower Oxfordian,,Coals,,,Schiener(1976),,2212
C,610,C4311,15,N,-90,W,North America,Guatemala & Honduras,,201.3,163.5,Middle,Jurassic,,Triassic-?Jurassic; Gordon(1992) cites likely to be Middle Jurassic age,Coals,El Plan,,Bohnenberger Dengo(1978),,2213
C,611,C4312,15,N,-88,W,North America,Guatemala & Honduras,,201.3,163.5,Middle,Jurassic,,Triassic-?Jurassic; Gordon(1992) cites likely to be Middle Jurassic age,Coals,El Plan,,Gordon(1992),see Gordon  1992  p. 111  for the discussion of the coal  Delevoryas Srivastava(1981)  for dicussion of the age based on plants alone,2214
C,612,C4313,16,N,-69,W,North America,Mexico,Oaxaca:Oaxaca  Mixtepec,201.3,163.5,Middle,Jurassic,,,Coals,,,Petroconsultants(1977),,2215
C,613,C4314,17,N,-97,W,North America,Mexico,Oaxaca ,201.3,163.5,L - M,Jurassic,,,Coals,,,Petroconsultants(1977),,2216
C,614,C4315,28,N,-109,W,North America,Mexico,Sanora,201.3,163.5,Lower,Jurassic,,Triassic-Jurassic,Coals,Barranca,see also Galica(1991)  Barranca Formation,Bohnenberger Dengo(1978),,2217
C,615,C4312.1,-35,S,-68,W,North America,United States,Georges Bank area,201.3,163.5,L - M,Jurassic,,,Coals,,,Amato Bebout(1980),,2218
C,616,C4312.2,61.9,N,-148,W,,,,201.3,163.5,,,,,Coals,,,,,2219
C,617,C4312.3,60,N,-154,W,,,,201.3,163.5,,,,,Coals,,,,,2220
C,618,C4316,-47,S,-70,W,South America,Argentina,Mendoza,201.3,163.5,Lower,Jurassic,,Liassic,Coals,,,Flores-Williams(1975),,2221
C,619,C4317,-39,S,-70,W,South America,Argentina,Neuquen Province,201.3,163.5,Middle,Jurassic,,Dogger,Coals,,,Flores-Williams(1975),,2222
C,620,C4318,-39,S,-70,W,South America,Argentina,Burgos,201.3,163.5,L-M-U?,Jurassic,,,Coals,,,Petroconsultants(1977),,2223
C,621,C4319,-35,S,-47,W,South America,Argentina,Cervantes,201.3,163.5,Lower,Jurassic,,Liassic,Coals,,,Petroconsultants(1977),,2224
C,622,C4320,-51,S,-47,W,South America,Falkland Island region,,201.3,163.5,M  - U,Jurassic,,,Coals,,DSDP site 330,Harris Siliter(1976),,2225
B,623,B4321,35,N,68,E,Asia,Afganistan,,201.3,163.5,Lower,Jurassic,,,Bauxites,Tala-Borfak deposit,,Bushinski(1975),,2226
B,624,B4322,43,N,93.5,E,Asia,China,Northwest China:Hami,201.3,163.5,L - M,Jurassic,,Middle Jurassic (Lower Jurassic),Bauxites,Xishanyao(Shangonghe),bauxitic shale,The Compiling Group of the Regional Stratagraphy Chart of Xinjiang(1981),,2227
B,625,B4323,37,N,107,E,Asia,China,North China:Ningxia,201.3,163.5,L-M-U?,Jurassic,,,Bauxites,,,Ikonnikov(1984),,2228
B,626,B4324,40,N,113,E,Asia,China,North China:Datong,201.3,163.5,Lower,Jurassic,,,Bauxites,Yangdingzhang,bauxitic siltstone,Wang Si-en(1985),,2229
B,627,B4325,42,N,70,E,Asia,C.I.S.(frm USSR),Chimkent area of Soviet Central Asia,201.3,163.5,Lower,Jurassic,,Liassic(Hyp.),Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),see also Kirpal(1976),2230
B,628,B4326,40,N,72,E,Asia,C.I.S.(frm USSR),northern Fergana,201.3,163.5,Lower,Jurassic,,Liassic(Hyp.),Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),,2231
B,629,B4326.1,42,N,75,E,Asia,C.I.S.(frm USSR),(Kirgizia),201.3,163.5,L-M-U?,Jurassic,,,Bauxites,Mailisu deposit(Kirgizia),,Smirnov(1977a),,2232
B,630,B4327,43,N,43,E,Asia,C.I.S.(frm USSR),northern Caucasus,201.3,163.5,Lower,Jurassic,Pliensbachian-Toarcian,,Bauxites,,,Kondakov Korobeinikov(1975),,2233
B,631,B4328,30,N,57,E,Asia,Iran,Kerman southern Iran,201.3,163.5,Lower,Jurassic,,,Bauxites,,,Bushinski(1975),,2234
B,632,B4328.1,35.75,N,53,E,Asia,Iran,Semnar area in the Alborz,201.3,163.5,Lower,Jurassic,Sinemurian,,Bauxites,Shemshak,,Nabari Seyed-Emani(1977),,2235
B,633,B4329,31,N,35,E,Asia,Israel,,201.3,163.5,Lower,Jurassic,,,Bauxites,Mishhor,bauxite and flint clay,Goldbery(19820,see also Hirsch(1988),2236
B,634,B4330,34.5,N,38,E,Asia,Pakistan,Campbellpore in northeastern Pakistan,201.3,163.5,Middle,Jurassic,,Dogger(Quest.),Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),,2237
B,635,B4330.1,34.5,N,38,E,Asia,Syria,Palmyra region,201.3,163.5,M  - U,Jurassic,,pre-Late Jurassic,Bauxites,earlier Jurassic Zbeideh,,Tsekhovki(1996),,2238
B,636,B4331,48,N,24,E,Europe,C.I.S.(frm USSR),Rahov,201.3,163.5,L - M,Jurassic,Toarcian-Aalenian,,Bauxites,,,Bardossy Dercourt(1990),,2239
B,637,B4332,48,N,22,E,Europe,C.I.S.(frm USSR),eastern Carpthians,201.3,163.5,Middle,Jurassic,,,Bauxites,(Rudarnensk deposit),,Smirnov(1977a),,2240
B,638,B4333,55,N,38,E,Europe,C.I.S.(frm USSR),Russian Platform,201.3,163.5,Middle,Jurassic,,,Bauxites,(Myachkovsk deposit on Moscow River),,Smirnov(1977a),,2241
B,639,B4334,45.3,N,6.5,E,Europe,France,Vanoise Savoy,201.3,163.5,Middle,Jurassic,,Dogger,Bauxites,,meta-bauxite,Goffe(1977),,2242
B,640,B4335,39,N,24,E,Europe,Greece,Skopelos Island,201.3,163.5,Lower,Jurassic,,Liassic(Quest.),Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),,2243
B,641,B4335.1,38.5,N,26,E,Europe,Greece,Chios,201.3,163.5,Lower,Jurassic,,,Bauxites,,,Robertson Pickett(2000  p.69),,2244
B,642,B4336,52,N,20,E,Europe,Poland,southern Poland,201.3,163.5,Lower,Jurassic,,,Bauxites,,boehmite-alunite clays,Glazek(1989  p.88),,2245
B,643,B4337,38,N,-2,W,Europe,Spain,Zarzakilla de Totana,201.3,163.5,Middle,Jurassic,,Dogger(Cert.),Bauxites,Betic Cordillera,,Molina et al.  1991),,2246
B,644,B4338,46,N,7,E,Europe,Switzerland,Dreveneuse,201.3,163.5,Middle,Jurassic,,Dogger(Cert.),Bauxites,,karst bauxite,Bardossy(1982  Appendix 1),,2247
O,645,O4338.2,28,N,9,E,Africa,Algeria,,201.3,163.5,M  - U,Jurassic,,,Oolitic ironstones,Taourantine,"kaolinitic material and oolitic iron materials(""siderolithic"")",Busson Cornee(1991),,2248
O,646,O4338.1,33,N,44,E,Asia,Iraq,,201.3,163.5,Middle,Jurassic,,Liassic(Al-Bassam Tamar-Agha(1998) cite them as Bajocian,Oolitic ironstones,Husainiya,oolitic ironstones and kaolin,Skocek et al.(1971),,2249
O,647,O4320.1,53.5,N,-0.05,W,Europe,Britain,Sculthorpe Yorkshire,201.3,163.5,Lower,Jurassic,Sinemurian,,Oolitic ironstones,Frodingham,berthierine and goethite,Maynard(1983 1986),,2250
O,648,O4320.2,57.2,N,-6,W,Europe,Britain,Broadford Skye,201.3,163.5,Lower,Jurassic,Sinemurian,,Oolitic ironstones,Arednish,berthierine ,Maynard(1983 1986),,2251
O,649,O4320.3,54.5,N,-0.7,W,Europe,Britain,Staithes Yorkshire,201.3,163.5,Lower,Jurassic,Pliensbachian,,Oolitic ironstones,Cleveland,berthierine ,Maynard(1983 1986),,2252
O,650,O4320.4,52,N,-1.5,W,Europe,Britain,Wroxton Oxfordshire,201.3,163.5,Lower,Jurassic,,,Oolitic ironstones,Marlstone rock bed,berthierine ,Maynard(1983 1986),,2253
O,651,O4320.5,52.5,N,-0.6,E,Europe,Britain,Corby Northamptonshire,201.3,163.5,Middle,Jurassic,Aalenian,,Oolitic ironstones,Northampton,,Maynard(1983 1986),,2254
O,652,O4320.6,49.5,N,6,E,Europe,France,Chaillac Indre,201.3,163.5,Lower,Jurassic,Hettangian,,Oolitic ironstones,,"oolitic ironstone ""cuirasse"" of lateritic type",Parron et al.(1980),,2255
O,653,O4320.7,49.5,N,6,E,Europe,Luxembourg,Mont-des-Mineurs,201.3,163.5,Middle,Jurassic,Aalenian,,Oolitic ironstones,Formation Ferrifere,goethie and berthierine,Maynard(1983 1986),,2256
K,654,K4340,30,N,27,E,Africa,Egypt,North Western Desert,201.3,163.5,Middle,Jurassic,,,Kaolinites,,kaolinite associated with coal bearin sediments,Zein El-din  Ibrahim(1998),,2257
K,655,K4341,34.5,N,-3,W,Africa,Morocco,Guerci Basin of eastern Morocco,201.3,163.5,Lower,Jurassic,Carxian-Domerian,Upper Triassic to Lower Jurassic (Liassic),Kaolinites,,in carbonate sediments with a source suggested to the south in the Hauts Plateaux,Porthault Tixier(1975),,2258
K,656,K4342,43.8,N,82.5,E,Asia,China,Nilka,201.3,163.5,L - M,Jurassic,,,Kaolinites,,,Tao Wei-ping et al.(1984),,2259
K,657,K4343,43.8,N,87.8,E,Asia,China,Urumqi,201.3,163.5,L - M,Jurassic,,,Kaolinites,,,Tao Wei-ping et al.(1984),,2260
K,658,K4344,42.8,N,93.4,E,Asia,China,Hami,201.3,163.5,L - M,Jurassic,,,Kaolinites,,,Tao Wei-ping et al.(1984),,2261
K,659,K4345,40,N,113,E,Asia,China,Yungang District Datong,201.3,163.5,L-M-U?,Jurassic,,,Kaolinites,,dickite,Jia Bin-wen(1986),,2262
K,660,K4346,40,N,70,E,Asia,C.I.S.(frm USSR),Angren(110 km southeast of Tashkent),201.3,163.5,L-M-U?,Jurassic,,,Kaolinites,Angren brown coal,and kaolinite deposit,Smirnov(1977a  p. 348),,2263
K,661,K4347,56,N,84,E,Asia,C.I.S.(frm USSR),Kuznetz,201.3,163.5,L - M,Jurassic,,,Kaolinites,,,Hoehne(1964),,2264
K,662,K4348,52,N,105,E,Asia,C.I.S.(frm USSR),Irkutsk Basin,201.3,163.5,L-M-U?,Jurassic,,,Kaolinites,,tonstein,Burger(1978-1980),,2265
K,663,K4349,65,N,120,E,Asia,C.I.S.(frm USSR),Vilui Basin,201.3,163.5,L-M-U?,Jurassic,,,Kaolinites,,tonstein,Burger(1978-1980),,2266
K,664,K4350,29,N,33.3,E,Asia,Egypt,Sinai region,201.3,163.5,Middle,Jurassic,,palynologically dated as Middle Jurassic,Kaolinites,,,El Askary Shaaban(1993),,2267
K,665,K4351,32,N,35.2,E,Asia,Jordan,,201.3,163.5,Lower,Jurassic,,basal Lias,Kaolinites,,flint clay and ferruginous pisolites,Basha(1995),,2268
K,666,K4352,37,N,126.5,E,Asia,Korea,Sosan area,201.3,163.5,L-M-U?,Jurassic,,,Kaolinites,,Jurassicunderclay,Heikes(1965),,2269
K,667,K4353,25,N,45.5,E,Asia,Saudi Arabia,,201.3,163.5,Lower,Jurassic,,Toarcian,Kaolinites,Qarain Member of the Marrat Frm,lateritic kaolinite,Abed(1979),,2270
K,668,K4354,-32,S,149,E,Australia,,New South Wales:Merrygoen area,201.3,163.5,Lower,Jurassic,,,Kaolinites,Ukebung Creek and Digilah Frms,kaolinite-rich flint clays,Higgins Loughnan(1973),see also Loughnan Evans(1978),2271
K,669,K4355,-32,S,150,E,Australia,,New South Wales: ,201.3,163.5,L-M-U?,Jurassic,,,Kaolinites,Pilliga Sandstone,,Arditto(1983),,2272
K,670,K4356,-36,S,137,E,Australia,,South Australia:Kangaroo Island,201.3,163.5,Middle,Jurassic,,,Kaolinites,,kaolinized bedsimmediately beneath a M. Jurassi basalt and above Permian age beds,Milnes et al.(1982),Twidale(1983),2273
K,671,K4357,55,N,15,E,Europe,Denmark,Bornholm,201.3,163.5,Lower,Jurassic,Hettangian-Sinemurian,see also Surlyk et al.(1995) Hettangian-Sinemurian,Kaolinites,,,Graff-Peterson(1961),,2274
K,672,K4358,47,N,2,E,Europe,France,Contres,201.3,163.5,Lower,Jurassic,,Liassic,Kaolinites,,in a borehole,Dunoyer de Segonzac(1969),,2275
K,673,K4359,45,N,5,E,Europe,France,Aurel region,201.3,163.5,Middle,Jurassic,Bathonian-Callovian,,Kaolinites,,localized kaolinite,Artru(1967),,2276
K,674,K4360,44,N,2,E,Europe,France,Gagnac,201.3,163.5,Lower,Jurassic,beneath Hettangian,,Kaolinites,,kaolinized metamorphics,Fuch(1980),,2277
K,675,K4361,50,N,2,E,Europe,France,northwestern France,201.3,163.5,Lower,Jurassic,,Lower Middle Jurassic(Lias through Bathonian,Kaolinites,,detrital kaolin,Decommer Chamley(1981),,2278
K,676,K4362,49,N,0,,Europe,France,Normandy,201.3,163.5,Middle,Jurassic,upper Callovian,,Kaolinites,,,Norris Hallam(1995),,2279
K,677,K4363,69,N,15,E,Europe,Norway,Andoya,201.3,163.5,Middle,Jurassic,Bajocian,,Kaolinites,Ramsa,kaolinite and kaolinized basement,Dypvik(1979),,2280
K,678,K4364,63,N,6.5,E,Europe,Norway,,201.3,163.5,Lower,Jurassic,,,Kaolinites,,offshore nonmarine,Smelror et al.(1994),,2281
K,679,K4365,61,N,2,E,Europe,Norway,Tampen Spur area,201.3,163.5,Lower,Jurassic,Hettangian-Sinemurian,,Kaolinites,Eriksson Member Statfjord Frm,,Nystuen Falt(1995),,2282
K,680,K4365.1,62.3,N,7,E,Europe,Norway,More to Troms,201.3,163.5,Lower,Jurassic,,Upper Triassic to Lower Jurassic (Rhaetic through Liassic),Kaolinites,,from close to shore boreholes extending from More to Troms,Mork et al.(2003),,2283
K,681,K4366,47,N,22,E,Europe,Rumania,Suncuius,201.3,163.5,Lower,Jurassic,,Liassic,Kaolinites,Greston,,Neacsu Neacsu(1980),,2284
K,682,K4367,45,N,22,E,Europe,Rumania,Anina,201.3,163.5,Lower,Jurassic,,Liassic,Kaolinites,Gresten facies of the Semenic Unit,,Neacsu Neacsu(1980),,2285
K,683,K4368,46,N,25,E,Europe,Rumania,Cristian and Holbav,201.3,163.5,Lower,Jurassic,,Liassic,Kaolinites,,,Neacsu Neacsu(1980),,2286
K,684,K4369,45,N,24,E,Europe,Rumania,Schela-Viezuroiu,201.3,163.5,Lower,Jurassic,,Liassic,Kaolinites,metamorphosed Schela Frm,(Grestenfacies; see also Ianovici et al.  1981) with pyrophyllite,Neacsu Neacsu(1980),,2287
K,685,K4376,55,N,13,E,Europe,Rumania,Scania ,201.3,163.5,Lower,Jurassic,,Liassic,Kaolinites,,,Bystrom-Asklund(1968),,2288
K,686,K4370,54,N,-1,W,Europe,United Kingdom,England:Yorkshire,201.3,163.5,Middle,Jurassic,,,Kaolinites,,dickitic sandstones,Smithson Brown(1954),,2289
K,687,K4371,51,N,-2,W,Europe,United Kingdom,England ,201.3,163.5,Lower,Jurassic,,Upper Lias,Kaolinites,Upper Lias and the lower parts of the overlying Bridport Sands,,Knox(1982  Fig. 3),,2290
K,688,K4372,52,N,-1,W,Europe,United Kingdom,England:Oxfordshire,201.3,163.5,Middle,Jurassic,upper Callovian,,Kaolinites,,,Norris Hallam(1995),,2291
K,689,K4373,53,N,0,,Europe,United Kingdom,England:Lincolnshire,201.3,163.5,Middle,Jurassic,upper Callovian,,Kaolinites,,,Norris Hallam(1995),,2292
K,690,K4374,51,N,0,,Europe,United Kingdom,England:Surrey,201.3,163.5,Middle,Jurassic,upper Callovian,,Kaolinites,,,Norris Hallam(1995),,2293
K,691,K4375,58,N,-2,W,Europe,United Kingdom,Scotland:Scotland and the adjacent North Sea,201.3,163.5,Middle,Jurassic,Bathonian to Callovian,,Kaolinites,,,Sellwood Sladen(1981  Fig. 5),,2294
K,692,K4377,50,N,-82,W,North America,Canada,Ontario:Moose River Basin,201.3,163.5,Middle,Jurassic,,,Kaolinites,Mistuskwia Beds,kaolinitic clay,Telford(1975  p. 35),,2295
K,693,K4378,17,N,-97,W,North America,Mexico,Oaxaca,201.3,163.5,L-M-U?,Jurassic,,,Kaolinites,,tonstein,Burger(1978-1980),,2296
K,694,K4379,-51,S,-47,W,South America,Falkland Island region,,201.3,163.5,M  - U,Jurassic,,,Kaolinites,,kaolinite-rich basal sediment associated with a thin lignite,Harris Siliter(1976),,2297
