reference,location,biome,site,Phenology / Leaf Form,Growth Form / Stature,Common Name,Species Name,max_root_depth,method,profile,P_mm,Seasonality,PET_mm,Topo Position,wt_range,wtd,Texture / Type,Hardpan Nature,depth_m,bedrock,bed_depth,human,latitude,longitude,altitude,authornotes,notes,root_depth
"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,40mi SE Colorado Springs,perennial,shrub,slender buckwheat,Eriogonum microthecum,3.6576000000000004,excavation,drawings,381,rain mostly in growing season,NA,NA,NA,NA,dune sand,NA,NA,NA,NA,NA,38.5042,-104.4114,1557,"has a multicipital stem, which at a depth of 4 to 8 inches merges into a strong tap-root 0.5 to 1 inch in diameter. At a depth of 2 or 3 inches the tap-root begins to branch, and for a depth of 2.5 to 3 feet sends off an extraordinary absorbing system… pursue an almost horizontal course from a distance of a few inches to 2 feet and then turn almost vertically downward... At 6 feet the tap divided up into a group of 3 or 4 roots of almost the same size, which after diverging took the usual downward course and at a depth of 10 feet were 2 to 3 mm. in diameter. At this depth repeated caving of the sand made further digging dangerous",NA,3.6576000000000004
"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,40mi SE Colorado Springs,perennial,shrub,"sand sagebrush, sand sage, sandhill sage",Artemisia filifolia,3.3528000000000002,excavation,drawings,381,rain mostly in growing season,NA,a stabilized area near the sand-dune,NA,NA,dune sand,NA,NA,NA,NA,NA,38.5041,-104.4121,1557,"one of the most conspicuous plant… It is indicative of a light type of soil with considerable moisture penetration. It drops out in the more compact hard lands of the plains… The strong, vertically descending, woody tap-root tapered gradually and uniformly to a depth of 32 inches, at which point it broke up into 3 laterals, some traced to a depth of 9 feet, where they were still 4 mm. in diameter...",NA,3.3528000000000002
"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,40mi SE Colorado Springs,perennial,herb,Virginia spiderwort,Tradescantia virginiana,0.48259999999999997,excavation,drawings,381,rain mostly in growing season,NA,on a partially captured blowout,NA,NA,dune sand,NA,NA,NA,NA,NA,38.5068,-104.4079,1558,a rather fleshy root system. As many as 18 of these fleshy roots were found arising from the base of a single stem; some passed down almost vertically to a maximum depth of 19 inches… The greater part of these fleshy roots formed a surface absorbing system which spread out in all directions... branches increasing in number toward the tips,NA,0.4826
"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,40mi SE Colorado Springs,annual,herb,Phlox heliotrope,Heliotropium convolvulaceum,0.63500000000000001,excavation,drawings,381,rain mostly in growing season,NA,on rims of blowouts,NA,NA,dune sand,NA,NA,NA,NA,NA,38.5052,-104.4059,1556,"characterized by a small tap-root, seldom over 2 or 3 mm. in diameter, which maintains its dominance in spite of the abundant laterals and reaches depths of 18 to 25 inches… the lack of abundant branches, such as occur in many grasses and dicotyledons, is offset by the delicacy of the root system, all parts of which are efficient absorbers",NA,0.635
"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,40mi SE Colorado Springs,perennial,herb,NA,Petalostemon villosus,1.524,excavation,drawings,381,rain mostly in growing season,NA,blowouts,NA,NA,dune sand,NA,NA,NA,NA,NA,38.5017,-104.4082,1554,"a pioneer in the blowouts… all had strong tap-roots, about 1 cm. in diameter, a much-branched root system, and a root penetration of 4 or 5 feet… numerous surface laterals with their large nodules, their wide lateral spread, sometimes to a distance of 2.5 feet, as well as the abundant system of well-branched absorbing laterals.",NA,1.524
"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,40mi SE Colorado Springs,annual,herb,white-flowered gilia,Gilia longiflora,1.27,excavation,drawings,381,rain mostly in growing season,NA,on a well-covered sandhill,NA,NA,dune sand,NA,NA,NA,NA,NA,38.5039,-104.4144,1557,"started with a strong tap-root, penetrates almost vertically downward, tapering rapidly until, at a point 6 inches… where it tapers more gradually, pursuing a kinky and tortuous course downward through the sandy soil to a maximum depth of 40 to 50 inches... a remarkable number of large and small laterals thrown off within the first 2 to 10 inches of soil... although an annual, the absorptive system is characteristic of most of the species found in the sandhills.",NA,1.27
"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,40mi SE Colorado Springs,annual,herb,NA,Euphorbia petaloidea,0.68579999999999997,excavation,drawings,381,rain mostly in growing season,NA,NA,NA,NA,dune sand,NA,NA,NA,NA,NA,38.503,-104.4134,1556,"a sandhill pioneer… root system begins with a strong, smooth taproot… penetrates almost vertically downward… Beginning at a depth of 2 to 3 inches, it sends off multitudes of fine fibrous roots which are much branched and penetrate the soil on all sides... The laterals are much branched andrebranched, and together with the finer rootlets form an effective absorbing system... penetrating to a depth of 26 inches or more",NA,0.6858
"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,40mi SE Colorado Springs,perennial,herb,"lemon scurfpea, lanceleaf scurfpea",Psoralea lanceolata,3.05,excavation,drawings,381,rain mostly in growing season,NA,NA,NA,NA,dune sand,NA,NA,NA,NA,NA,38.5039,-104.4116,1556,"Its underground parts eminently fit it to succeed in a habitat where the ground-line is constantly lowered by wind erosion or built up by the same agency… connected by a more or less horizontal system of rhizomes… rather vertically descending roots occur, many of which reach a depth of 8 or 9 feet... The main system of branches begins in the fourth foot of soil and extends to the 8 or 9-foot level. This consists of both large and small wide-spreading and wellbranched rootlets... One large tap-root was traced to a depth of
over 9 feet, where it still maintained a diameter of 4 mm",NA,3.05
"Weaver, 1919","Near Prueblo, Colorado",Sandhills Subclimax,40mi SE Colorado Springs,annual,herb,"bush morning glory, bush moonflower, manroot",Ipomoea leptophylla,3.05,excavation,drawings,381,rain mostly in growing season,NA,NA,NA,NA,dune sand,NA,NA,NA,NA,NA,38.5039,-104.4101,1556,"a common plant in the sandhills… The multicipital stem arose from strong tap-roots 2.5 inches in diameter. At a depth of 9 inches the taps became greatly enlarged, reaching a diameter of 6 to 8 inches… Below this point the tap lost its dominance, breaking up into large numbers of deeply penetrating and widely spreading branches... The lateral spread was enormous, the roots running off to distances of 15 to 25 feet or more... the surface foot of soil as well as the 10 feet below it were literally filled with the glistening white, brittle branches of this remarkable root system... a depth of 5 feet is well shown... judging from their diameters of 2 to 4 mm. at this level and the nature of the other roots examined, it is highly probable that they penetrated many feet deeper. The enlarged portion of the tap-root not only furnishes an enormous reservoir for food, but also a storehouse of water upon which the plant may draw during a period of drought.",water storing root,3.05
"Weaver, 1919","near Pike's Peak, Colorado",Gravel-slide community,"Pike's Peak area, 8000ft",perennial,herb,Virgate mountain nut,Krynitzkia virgata,0.76200000000000001,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,steep gravel slope (30o),NA,NA,gravel,NA,NA,decomposed granite,NA,NA,38.8437,-104.951,2610.3072000000002,"a principal species of the gravel-slide community… a tap-root 4 to 9 mm. in diameter, which reaches depths varying from 20 to 30 inches… pursues a rather vertically downward course… often flattened and kinked where it forces its way through the crevices of the semi-decomposed rock... 2 to 3 large brances... branched freely and ran off in a direction nearly parallel with the surface for about 15 to 20 inches, ending in a network of well-branched rootlets... Other smaller branches arise from the tap in great abundance... only a few centimeters long, but well-branched and densely covered with root hairs.","this pertains to the gravel-slide community:   at an altitude of about 8,000 feet in the Pike's Peak region of the Rocky Mountains... a shallow, widely spreading root system confined largely to the first 18""... The lack of depth is compensated by a remarkably wide lateral extent combined with a profound system of branching... The gravel-slide soils consist of a superficial layer of coarse angular rock fragments varying in size from over an inch to a few milimeters in diameter. Except during rains this surface layer is very dry. The slope is so steep that there is often a constant moyement of the rock particles... Most of the plant tops have slipped down the slope 2-8"" inches. This surface layer is very efficient in preventing run-off, as well as in forming a dry mulch and thus protecting the underlying soil from high evaporation... The roots show a marked tendency to follow the cleavage planes of the rock... Seventeen showers, varying in intensity from 0.1 to 1.85 inches, occurred from June 21 to August 28, 1918, while the total rainfall during the period was over 10 inches.",0.762
"Weaver, 1919","near Pike's Peak, Colorado",Gravel-slide community,"Pike's Peak area, 8000ft",perennial,herb,James' nailwort,Paronychia jamesii,0.76200000000000001,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,steep gravel slope (30o),NA,NA,gravel,NA,NA,decomposed granite,NA,NA,38.8434,-104.9511,2606.9544000000001,"a tap-root about 5 mm. in diameter… breaks up into several larger laterals, usually 3 to 5, and a great number of smaller ones… branching repeatedly… and being abundantly supplied with minute, absorbing rootlets… the whole forming a wonderfully efficient absorbing system. Compared with the transpiring surface the root system is very well developed... penetrate no greater depth than 30 inches.",NA,0.762
"Weaver, 1919","near Pike's Peak, Colorado",Gravel-slide community,"Pike's Peak area, 8000ft",perennial,herb,Stemless indian parsley,Aletes acaulis,0.76200000000000001,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,on gravelly slope,NA,NA,gravel,NA,NA,decomposed granite,NA,NA,38.8439,-104.9511,2599.0296000000003,"dominant of the gravel-slide, often being more abundant and conspicuous than all other plants combined… From the large tap-root arises a large number of stems... numerous laterals... giving off numerous branches, both large and small, each of which, after branching profusely, ended in a network of tiny, much-branched laterals... They followed the crevices of the rocks and none reached a depth greater than 30 inches... A single plant thus lays hold of the surface soil to a depth of 18 inches or more within a radius of 4 or 5 feet from its base.",NA,0.762
"Weaver, 1919","near Pike's Peak, Colorado",Gravel-slide community,"Pike's Peak area, 8000ft",perennial,herb,"Fly-trap dogbane, Spreading dogbane",Apocynum androsremifolium,1.2192000000000001,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,steep gravel slope (45o),NA,NA,gravel,NA,NA,decomposed granite,NA,NA,38.8442,-104.9524,2539.5936000000002,"often forming families… The vertical portions arising from the horizontal rootstock are 2 to 5 mm. in diameter. From these originate groups of 2 to 5 erect stems… The vertically ascending parts seldom have large branches, but are well clothed with abundant laterals... divide and subdivide into many branch orders, forming brushlike mats... they completely occupy the soil from a depth of 2 inches to a maximum depth 4 feet.",NA,1.2192
"Weaver, 1919","near Pike's Peak, Colorado",Gravel-slide community,"Pike's Peak area, 8000ft",perennial,herb,"star-flowered (or starry, or little) false Solomon's seal",Smilacina stellata,1.1175999999999999,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,steep gravel slopes,NA,NA,gravel,NA,NA,decomposed granite,NA,NA,38.8437,-104.9525,2542.9464000000003,"Stout stems arise at intervals from the stout horizontal rhizomes, some at depth of 30 inches...The rhizomes are much branched,frequently at right angles, a single system connecting a whole family of plants through a distance of 7 or 8 feet or more. These rhizomes furnish not only an excellent means for propagation, but also storage organs for these herbaceous perennials... rhizomes are uniformly covered on all sides with rootlets... larger branch roots arise at frequent intervals... penetrate the soil to a maximum depth of 44 inches.",NA,1.1176
"Weaver, 1919","near Pike's Peak, Colorado",Gravel-slide community,"Pike's Peak area, 8000ft",perennial,herb,NA,Pachylophus caespitosus,1.143,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,steep gravel slope (45o),NA,NA,gravel,NA,NA,decomposed granite,NA,NA,38.8434,-104.9526,2545.08,connected by rhizomes… from which arise roots none reach a depth greater than 45 inches... The main laterals are well supplied with rootlets and the soil is quite filled with them to a depth of 6 to 36 inches.,NA,1.143
"Weaver, 1919","near Pike's Peak, Colorado",Gravel-slide community,"Pike's Peak area, 8000ft",perennial,herb,"Alpine Pennycress, Pennygrass",Thlaspi alpestre,0.38100000000000001,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,steep gravel slope (45o),NA,NA,gravel,NA,NA,decomposed granite,NA,NA,38.8433,-104.951,2618.232,"abundant but rather inconspicuous, being low… tap root branches below 2"" in abundance… branching repeatedly in such a manner as to form a delicate mass of rootlets, the ultimate termini being minute…the depth seldom exceeds 15 inches",NA,0.381
"Weaver, 1919","near Pike's Peak, Colorado",Gravel-slide community,"Pike's Peak area, 8000ft",perennial,herb,Adonis blazingstar,Mentzelia multiflora,0.55879999999999996,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,on gravelly slope,NA,NA,gravel,NA,NA,decomposed granite,NA,NA,38.8438,-104.9515,2583.7896000000001,"a dominant, tap roots penetrates 2-5"" before sending out large laterals, shallow, parallel to surface, repeatedly branched, the fine rootlets ending in hairlike extremities… tap-root takes an almost vertically downward course, except where it follows for a time the crevices in the rocky soil, and penetrates to a maximum depth of about 22 inches... smaller branches of both the laterals and the tap are profusely covered with a fine growth of root-hairs... well adapted to get the water falling during the frequent mountain showers and thrive under conditions where most plants could not grow...",NA,0.5588
"Weaver, 1919","near Pike's Peak, Colorado",Gravel-slide community,"Pike's Peak area, 8000ft",perennial,herb,alpine golden buckwheat,Eriogonum flavum,0.99059999999999993,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,steep gravel slope (30o),NA,NA,gravel,NA,NA,decomposed granite,NA,NA,38.8436,-104.9522,2556.0527999999999,"a strong woody tap-root, tapered within a length of 6 inches to only 3 mm, here it gave off 2 laterals, ran off laterally for about 2 feet at a depth of 3 to 7 inches... enormous number of smaller profusely branched laterals arose, forming a dense absorbing network about the plant for 18"" radius... extraordinarily well-branched and rebranched and were very dense... The maximum depth recorded was 39 inches",NA,0.9905999999999999
"Weaver, 1919","near Pike's Peak, Colorado",Half Graval-slide community,"Pike's Peak area, 7000ft",perennial,grass,"creeping wild rye, beardless wild rye",Elymus triticoides,1.1683999999999999,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,NA,NA,NA,"coarse, rocky soil, more humus",NA,NA,decomposed granite,NA,NA,38.8537,-104.9363,2100.3768,"The roots were densely matted… soil to a depth of 15 or 18 inches was completely filled with a dense network of roots. The larger ones penetrated to a maximum depth of 46 inches… All of these deeply penetrating roots were, like the others, extremely well branched to the third and fourth order and ramified throughout the crevices of the gravel","This pertains to the entire Half Graval-slide community: The soils of the half-gravel-slide are much more favorable for plant growth, although from one-third to one-half of the surface may still be unoccupied… Although there is considerable variation, the rock is decayed to a greater depth, due undoubtedly in part to the excretions of plant roots and the resultant porosity of the soil, and to greater water penetration following the death and decay of the roots....",1.1683999999999999
"Weaver, 1919","near Pike's Peak, Colorado",Half Graval-slide community,"Pike's Peak area, 7000ft",perennial,herb,Mountain Goldenrod,Solidago oreophila,0.96519999999999995,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,NA,NA,NA,"gravel, sand, more humus",NA,NA,decomposed granite,NA,NA,38.8533,-104.9369,2101.596,"clusters of stems connected by short rhizomes, thus forming a clump… From the base arise great numbers of fibrous roots… vertically descending roots send off laterals… become more and more profusely branched, finally terminating in great clusters of hairlike, minutely branched ends... the deepest roots may penetrate to a distance of 30 to 38 inches",NA,0.9652
"Weaver, 1919","near Pike's Peak, Colorado",Half Graval-slide community,"Pike's Peak area, 7000ft",deciduous,shrub,"boulder raspberry, delicious raspberry",Rubus deliciosus,0.91439999999999999,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,NA,NA,NA,"gravel, sand, more humus",NA,NA,decomposed granite,NA,NA,38.854,-104.9382,2168.3472000000002,it forms the transition stage to for… a tap-root 15 mm. ill diameter… large laterals… The maximum depth did not exceed 36 inches.,NA,0.9144
"Weaver, 1919","near Pike's Peak, Colorado",Half Graval-slide community,"Pike's Peak area, 7000ft",perennial,herb,White river coraldrops,Besseya plantaginea,0.76200000000000001,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,NA,NA,NA,"gravel, sand, more humus",NA,NA,decomposed granite,NA,NA,38.854,-104.9368,2134.2096000000001,"base of the plant and rhizomes are densely covered with fleshy roots about 2 mm. in diameter. As many as 30 to 40 of these roots occur on a single inch of the rhizome. Many of them pursue a vertically downward course and end at a maximum depth of from
25 to 30 inches...the soil within a radius of at least a foot and at a depth of from 20 to 30 inches (except the surface 2 inches) is rather completely filled with absorbing rootlets of this fleshy perennial... excellent illustration of a transitional forin between the gravel-slide type and that of ordinary soil.",NA,0.762
"Weaver, 1919","near Pike's Peak, Colorado",Half Graval-slide community,"Pike's Peak area, 7000ft",perennial,herb,"purple cluster geranium, pineywoods geranium",Geranium caespitosum,0.93979999999999997,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,NA,NA,NA,"gravel, sand, more humus",NA,NA,decomposed granite,NA,NA,38.8553,-104.9366,2168.9567999999999,"none of the branches reaching depths of more than 37 inches… root habit of forming large mats of fine rootlets, not only at the ends of the larger branches but also at the extremities of the numerous smaller ones.",NA,0.9398
"Weaver, 1919","near Pike's Peak, Colorado",Half Graval-slide community,"Pike's Peak area, 7000ft",perennial,grass,"purple reedgrass, purple pinegrass, alpine reedgrass",Calamagrostis purpurascens,0.81279999999999997,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,NA,NA,NA,"gravel, sand, more humus",NA,NA,decomposed granite,NA,NA,38.8538,-104.9377,2145.1824000000001,"From the base of the clumps almost countless numbers of rather tough fibrous roots arose… ran out in all directions like the radii in a half sphere… soil was well filled with those that extended vertically and slightly obliquely to a depth of 18 or 20 inches, few of the longer roots reaching depths of 32 inches",NA,0.8128
"Weaver, 1919","near Pike's Peak, Colorado",Half Graval-slide community,"Pike's Peak area, 7000ft",perennial,grass,prairie Junegrass,Kaeleria cristata,0.40639999999999998,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,NA,NA,NA,"gravel, sand, more humus",NA,NA,decomposed granite,NA,NA,38.8553,-104.9374,2174.4432000000002,"an extremely fibrous root system… At a depth of 1 to 4 inches many of these run off parallel with the surface to a maximum distance of 12 inches. These are branched and rebranched to the third and fourth order, the ultimate termini being almost microscopic in size",NA,0.4064
"Weaver, 1919","near Pike's Peak, Colorado",Half Graval-slide community,"Pike's Peak area, 7000ft",perennial,herb,"scarlet gilia, scarlet trumpet, skyrocket",Gilla aggregata,0.71119999999999994,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,NA,NA,NA,"gravel, sand, more humus",NA,NA,decomposed granite,NA,NA,38.8569,-104.9366,2138.7816000000003,large tap-root… The laterals are mostly wide-spreading… Like most plants of this habitat the root system is not deep. No Gilia roots were found below the 28-inch level,the above statement points to plants as a biologic force in weathering and soil formation,0.7111999999999999
"Weaver, 1919","near Pike's Peak, Colorado",Half Graval-slide community,"Pike's Peak area, 7000ft",perennial,herb,NA,Potentilla arguta glandulosa,1.3716000000000002,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,NA,NA,NA,"gravel, sand, more humus",NA,NA,decomposed granite,NA,NA,38.857,-104.9378,2175.0527999999999,"The complexity of the rootstocks is such that they are hard to describe… clumps are connected throughout long distances… At a depth of 2 to 5 inches the roots often throw off a large number of small, short, but exceedingly well-branched surface absorbing laterals... some to a maximum depth of 4.5 feet... deeper soils are also completely occupied by the irregularly branched and rebranched root network",Data for the forest community is not recorded because only the understory herbaceous plants are sampled which likely have shallow roots than the trees and do not represent the community rooting depth,1.3716000000000002
"Weaver, 1919","near Pike's Peak, Colorado",Half Graval-slide community,"Pike's Peak area, 7000ft",perennial,herb,"monument plant, elkweed, deer's ears",Frasera speciosa,0.76200000000000001,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,NA,NA,NA,"gravel, sand, more humus",NA,NA,decomposed granite,NA,NA,38.8527,-104.9382,2115.0072,"a strong, rather fleshy, glistening white tap-root… to a depth of 9 inches, where it divides into 4 branches… Arising from these more or less horizontal laterals, vertically descending roots were found to penetrate a maximum depth of 24 to 30 inches.",NA,0.762
"Weaver, 1919","near Pike's Peak, Colorado",Half Graval-slide community,"Pike's Peak area, 7000ft",perennial,herb,Smooth white aster,Aster porteri,0.76200000000000001,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,NA,NA,NA,"gravel, sand, more humus",NA,NA,decomposed granite,NA,NA,38.8553,-104.9361,2154.3263999999999,"stem clusters connected by short rhizomes… base of the stems arise a multitude of fibrous roots… Great numbers descend vertically or somewhat obliquely, some to a maximum depth of 30 inches… profusely branched and rebranched…",NA,0.762
"Weaver, 1919","near Pike's Peak, Colorado",Forest community,"Pike's Peak area, 7000ft",perennial,herb,"star-flowered (or starry, or little) false Solomon's seal",Smilacina stellata,0.55879999999999996,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,in a spruce-fir forest 24ft from brook bank,NA,1.0668,"0.5"" humus on humus-sand on very moist sand-gravel-rock",NA,NA,decomposed granite,NA,NA,38.8573,-104.9269,1968.7032000000002,"fewer and shorter roots compared to Gravel-slide with only 1 short, vs. 5 long, sinker root (plate 29a)",comparisons were made among same species but different habitats (ecads); the first 2 are included here which involves the water table in the forested community; others relate to differences in rainfall and soil and across several habitats.,0.5588
"Weaver, 1919","near Pike's Peak, Colorado",Forest community,"Pike's Peak area, 7000ft",perennial,herb,fireweed,Chamrenerium angustifolium,0.45720000000000005,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,foot of a slope near a stream,NA,1.3716000000000002,"1-2""humus on rich black sand/gravel to2-3ft",NA,NA,decomposed granite,NA,NA,38.8575,-104.9216,1965.6552000000001,mush shallower roots than in Gravel-slide; large laterals run parallel to surface at 1.5ft depth (Fig.51),NA,0.45720000000000005
"Weaver, 1919","near Pike's Peak, Colorado",Gravel-slide community,"Pike's Peak area, 7000ft",perennial,herb,fireweed,Chamrenerium angustifolium,1.2192000000000001,excavation,drawings,254mm Jun-Aug,frequent summer shaowers,NA,on a steep slide,NA,NA,gravel,NA,NA,decomposed granite,NA,NA,38.84,-104.9495,2706.3191999999999,A comparison of the two root systems emphasized the paucity of small laterals in the forest ecad and their abundance in the gravel-slide.,"This gravel slide speciman is decribed in Fig.51, under Ecad section. Fig.51 contrasts the rooting structure in 2 habitats",1.2192
"Weaver & Cramer, 1932",E. Nebraska,Riparian corridor amist prairie grass,along Weeping Water Creek,deciduous broad-leaf,tree,bur oak,Quercus macrocarpa,4.57,excavation,photos,838.19999999999993,80% in growing season,NA,river terrace,NA,NA,Carrington silt loam,NA,NA,NA,NA,NA,40.8866,-96.2058,343,"Although the root habits of a tree are governed, first of all, by the hereditary growth characters of the species, they are often quite as much the product of environment. Indeed, the impression has been gained by certain investigators that in some cases the root form is an expression of soil environment rather than that of inherent tendencies...The site has been occupied by only one or possibly two generations of trees. These have migrated on to the uplands from the valleys along streams where they were protected from prairie fires. Most of this migration and invasion of prairie has occurred in the 70 years since the early settlement of eastern Nebraska and the cessation of prairie fires.",NA,4.57
"Wei et al., 2013","Inner Mongolia, NE China",dry steppe,Naiman Research Station,evergreen needle-leaf,tree,Mongolian pine,Pinus sylvestris var. mongolica,4.7,soil sample + O18,no,366,90% in May-Sept,1935,dune top,4.7 - 5.7,5.2,sandy,NA,NA,NA,NA,NA,42.9226,120.7198,361,"18O isotope composition of the xylem water exhibited little seasonality, suggesting that the trees use a relatively stable water source; the water source of the pine trees primarily came from a soil depth of 20–60 cm (sampling depth up to 60 cm in this
study) and the trees might use groundwater when soil moisture became extremely low;","rooting depth inferred from xylem isotope, which is similar to GW than rain and did not vary over the season",4.7
"Wei et al., 2013","Inner Mongolia, NE China",dry steppe,Naiman Research Station,evergreen needle-leaf,tree,Mongolian pine,Pinus sylvestris var. mongolica,2.7,soil sample + O18,no,366,90% in May-Sept,1935,dune valley,2.7 - 3.7,3.2,"sandy, with more silt and clay",NA,NA,NA,NA,NA,42.9271,120.7096,358,"there was not much difference in water sources used by the pine trees grown at the top of the fixed dune and in the inter dune lowland, although these two sites had 3–8 m elevation difference.","water table declined after 2000 due to pumping (and pine diaback widespread) so data from 1979-1997 is recorded here. Since no recharge (by author) and WT flat, WT adjusted by elevation",2.7
"Werner & Murphy, 2001","N. Northern Territory, Australia, in Kakadu National Park",tropical dry forest,NA,evergreen broad-leaf,tree,"Darwin Stringybark, Darwin woollybutt","Eucalyptus tetrodonta, E. miniata",0.7,excavation,no,1400,95% in Oct-Apr,NA,NA,NA,NA,"gravely-sandy, underlain by hard ferricrete",ferricrete,0.6,NA,NA,NA,-12.6784,132.4786,15,"Gross morphology of roots was bimorphic, with 70% of biomass at <20-cm soil depth, and large roots running horizontally on top of the shallow (0.3-1.4 m) ferricrete layer. There was no evidence of roots having access to water below this layer… Only one of the 47 trees excavated penetrated the ferricrete where its trunk stood, and then only barely. This large tree (35 em DBH) had managed to squeeze less than 5% of its 35-cm diameter primary root through a 3 x 12-cm crack in the rock, 60 cm beneath the surface.",location gussed to be near a facility because of use of backhole for the excavation,0.7
"Westman & Rogers, 1977","North Stradbroke Island, Australia",subtropical eucalypt forest,NA,evergreen broad-leaf,tree,Broad-leaved White Mahogany,Eucalyptus umbra,10,soil pit + samples,no,1650,NA,1522,lies on a dune,NA,NA,"tan-coloured sands of ~40k yrs of age, upon which podzols have formed to a depth of 1.2-2.5m",iron pan,NA,NA,NA,NA,-27.4988,153.4976,100,"Below the coffee-rock B2b layer (1.5m) virtually only tap roots and sinker roots are to be found; these woody roots, however, reach lengths of up to 10m. They successfully penetrate the iron pan, commontly throgh permanent iron- and humus-lined channels. These channels form apparently be reprecipitation of iron and humus material along the surface of cavities created by decaying roots...","roots penetrating iron pan. ""in a Eucalyptus signata dominated forest 15m tall, growing on a 100m elevation coastal sand done on North Stradbroke Island (153-30E, 27-30S)""",10
"White & Wood, 1958","Upper Hudson Valley, NY",temperate broadleaf forest,NA,evergreeen needle-leaf,tree,red pine,Pinus resinosa,2.7432000000000003,excavation of deep soil pit,no,NA,NA,NA,river terrace on glacial outwash,NA,NA,"coarse sandy, excessively drained, fine sand-silt 6-10ft deep",NA,NA,sandstone,NA,plantation,43.5285,-73.8133,355,"Differences in growth were found to be closely related to a deep-lying silty fine sand layer situated at varying depths under the two stands. This layer provided an ample supply of water and additional available potassium to the good stand but not to the poor.
It was concluded that chronic drought and potassium deficiency are both limiting in this stand. When the fine soil layer was not deeper than 6 feet, the tree roots absorbed adequate amounts of potassium and considerably more soil water than when the fine layer occurred deeper than 6 feet.",No lat-lon give. Pack forest and river terrace found on GoogleEarth; max rooting depth given in fig2,2.7432000000000003
"Whittle et al., 1998","eastern Ontario, Canada",Boreal forest,a Jack Pine ecosystem,evergreen broad-leaf,subshrub (w. stolons),twinflower,Linnaea borealis L.,> 0.03 (rhizome),excavation,no,NA,NA,NA,"flat, near a lake",NA,NA,humo-ferric podzol in fine grained deep sand (10-30m deep),NA,NA,NA,NA,NA,46,-77.55,220,rhizome primarily in the organic layer,"all species studied here are the undergrowth in a jack pine forest after burn; all rooting depths recorded here are depths of the reproductive rhizomes from which new shoots arise, not the maximum rooting depths which are likely deeper",0.03
"Whittle et al., 1998","eastern Ontario, Canada",Boreal forest,a Jack Pine ecosystem,perennial,grass (rhizomatous),Houghton's sedge,Carex houghtonii Torr.,> 0.07 (rhizome),excavation,no,NA,NA,NA,"flat, near a lake",NA,NA,humo-ferric podzol in fine grained deep sand (10-30m deep),NA,NA,NA,NA,NA,46,-77.55,220,"For each of the fifteen plant species examined, ten underground rooting systems were manually exposed from the forest floor using hand tools. Each plant system was excavated up to distance of 5 m horizontally from the original plant and up to a depth of 25 cm. Once uncovered, the location of each rhizomelroot system was classified as primarily occurring within the duff, dufflmineral interface or the mineral soil. Depth to deepest component was also determined for each rhizome/root. In situ examination of root systems revealed that Linnaea boreal is L., Cnrex houglztoniiTorr., Gnultheriaprocunzberzs L., and Maiantlzemunz canadense Desf. had rhizomes buried at or above the dufflmineral interface",NA,0.07
"Whittle et al., 1998","eastern Ontario, Canada",Boreal forest,a Jack Pine ecosystem,evergreen broad-leaf,shrub (long rhizomes),"eastern teaberry, checkerberry, boxberry, American wintergreen",Gaultheria procumbens L,> 0.08 (rhizome),excavation,no,NA,NA,NA,"flat, near a lake",NA,NA,humo-ferric podzol in fine grained deep sand (10-30m deep),NA,NA,NA,NA,NA,46,-77.55,220,NA,NA,0.08
